Time,ROR,HAP,USD
38,1.0499023182588203,1.0500378899470943,1.0453445620531954
39,1.0474168461364877,1.0523826114207908,1.048301288083264
40,1.0460778664095187,1.0528894496869377,1.048664248970735
41,1.0463828959210155,1.052672961703753,1.047959839817161
42,1.046787393454662,1.0495621577941248,1.0491314057254613
43,1.044410406145228,1.0466203221209045,1.049226332166877
44,1.0424413066030336,1.045538827896394,1.0486213583059063
45,1.0429524868495084,1.0477877576469965,1.0473895980722607
46,1.0420969756238103,1.047545518199732,1.0460015531479536
47,1.0408468552848056,1.0479348768355785,1.0449034756664484
48,1.042281296762508,1.0475461639928307,1.0463642834975102
49,1.045603017047872,1.0490776765878485,1.044970601751048
50,1.0442836951872936,1.0462293548713897,1.0435154921535144
51,1.0418525143777198,1.0468844756321392,1.0423186235179485
52,1.042664831416077,1.0460444385188907,1.0451688069423255
53,1.043961329610907,1.0449276183200062,1.042220220315032
54,1.0421270814059966,1.0415191402994064,1.0433470167569354
55,1.0428313783522225,1.042065222383088,1.0432539816090072
56,1.0399403335191126,1.0427086365219576,1.0442406121921235
57,1.039420089547115,1.0431751981001305,1.0438281662064393
58,1.0404007501007244,1.0411851483486083,1.044910351554327
59,1.0419374917342932,1.045261483516329,1.0454444151122169
60,1.042616137816573,1.0470860416171015,1.0459587619415038
61,1.0450211663223288,1.0453463507496383,1.0461133800910525
62,1.042009089233832,1.0450161377057088,1.0488038113404243
63,1.045868058716368,1.04672804309359,1.0490859933965768
64,1.0460905881394045,1.0512613654947696,1.049787145817354
65,1.0471678439197545,1.0450200383604282,1.050535571706682
66,1.0444956412903443,1.0433386605997828,1.0487416659494004
67,1.0460380100079234,1.0415144902626847,1.04862909940034
68,1.0480933705310644,1.039782662002631,1.0497468227662274
69,1.044467840448505,1.0400568910799664,1.0492715349028758
70,1.0436644317020525,1.0407535327712378,1.0499821891422714
71,1.0435962153916571,1.0398763685055796,1.0503554336391916
72,1.0415167631097462,1.041921488593969,1.0496325202920112
73,1.0404717039425495,1.0451479913362318,1.050909696030682
74,1.0406594960480668,1.043484606105232,1.0540751608182712
75,1.0393762017595622,1.0415598530575367,1.053655310166678
76,1.0396981860669243,1.0427623799736878,1.054447649570372
77,1.0414470855086255,1.0444961382104652,1.054361190331912
78,1.0415911782313227,1.0445417931124654,1.056979859443026
79,1.0445292684896783,1.0485508164742985,1.0549728287589542
80,1.0461320871840956,1.048179311696598,1.0527768718581438
81,1.0474940144743574,1.0501954677719918,1.0524723613551992
82,1.0469168152787198,1.0498964742919177,1.0524925862637666
83,1.051031425415062,1.04512586268117,1.0502779098178596
84,1.0498646067979098,1.0434228317659089,1.0506383653018068
85,1.0482114185154503,1.0395118686344964,1.0524640418957378
86,1.046777010458869,1.0372061658565492,1.051010831002691
87,1.0492073044907393,1.0408509588589667,1.0497975713163743
88,1.0464658229115364,1.0398417006773908,1.0481572299840147
89,1.0432432124889504,1.0389178514059758,1.0477074418723171
90,1.0438737957121622,1.0408419300589489,1.045465472380824
91,1.0459072718374929,1.0401967031152286,1.045548374342564
92,1.044727454112482,1.041368726059913,1.0478416055394195
93,1.0460194273324948,1.038792777653748,1.0492916481756571
94,1.0438261139104557,1.0350016646747224,1.049201113926305
95,1.0454107571157714,1.034902315707631,1.0488808645694774
96,1.0442087197919678,1.039147820866586,1.0489986779738538
97,1.044596989595186,1.0390256764024626,1.0502643026182592
98,1.04510438318606,1.0376733629555217,1.0499945808891884
99,1.0429715637206105,1.03976055923526,1.0528476623136436
100,1.0427687269859909,1.0368331252822058,1.0561222427941055
101,1.0411410995569892,1.0357945953862349,1.0581544494641546
102,1.0432944440408285,1.035519086305731,1.0576997979069356
103,1.0411103927981529,1.0347653555484817,1.0561913975768995
104,1.043067980384755,1.0368087881483672,1.058684637193424
105,1.042572608645696,1.0342438959279314,1.0593894060984936
106,1.0419930996629734,1.0348546275198172,1.0582215158928805
107,1.041474988882157,1.036631339112754,1.0561422442370354
108,1.0409844946923754,1.0371207245056333,1.055403845915841
109,1.04102380008212,1.034264937883672,1.0509842638120572
110,1.0406154867990811,1.0356917009569409,1.0517319311650266
111,1.0419430001575556,1.0340338472249553,1.0510412152241155
112,1.039831696788027,1.0348370914010856,1.052288472215705
113,1.0389598764587549,1.0353063819936432,1.0524687295984638
114,1.0406252787147958,1.0368546331361732,1.0535922234152892
115,1.04105020961829,1.0362287789278752,1.052913451664279
116,1.0426307222214792,1.0363631358636018,1.0558399931386795
117,1.0460663240831949,1.034865797128921,1.0541938361384042
118,1.0481548522144113,1.0350062263427988,1.055154978416212
119,1.0494469135640114,1.0373550695953455,1.052945035343348
120,1.0508815380932206,1.0394382331210443,1.056046825926969
121,1.0517542971022706,1.0416399135231995,1.05644722391555
122,1.051416937575015,1.0406279995827683,1.056379077486468
123,1.0481965590516495,1.0397065402148171,1.055598855384061
124,1.0482886156775575,1.0407654845551515,1.0537920612249243
125,1.0472050086507585,1.0449799972676117,1.051986381147454
126,1.048632924467118,1.0458014070331398,1.053788411065083
127,1.0480575410852662,1.045280090824343,1.0569086743030125
128,1.0500427852034604,1.0427004386160437,1.0572079512859571
129,1.0514043381959572,1.041354416470596,1.0573494484193915
130,1.0489233461734044,1.039158675159874,1.0576756226860662
131,1.0507943514515865,1.036620848028658,1.0573303727029015
132,1.0503835909182315,1.0362115100108509,1.0525608992204891
133,1.0496239488246653,1.035126589551857,1.0544830275041546
134,1.0470102896944629,1.03506265186604,1.0567672209861223
135,1.0484204636792551,1.0376284007141772,1.0570705951609245
136,1.0445467814666978,1.0382657562217388,1.055190101098044
137,1.0453205403116017,1.0368492689864113,1.0568545553628084
138,1.0470337665552705,1.0388730417589815,1.0567013673481098
139,1.0444408918225982,1.0361666270966894,1.0570829112689235
140,1.044571606436835,1.0363515173467817,1.0559532387037271
141,1.0440787877158535,1.0390799129161887,1.0563202993566998
142,1.0432215100439757,1.040083043329716,1.0536422752308792
143,1.044413484860106,1.0385758671291676,1.0538853547692526
144,1.046877922282886,1.036815327327481,1.050739202023535
145,1.048354754112722,1.034236372838364,1.0541381506359278
146,1.0461550767872745,1.0334900445492732,1.0551965989291416
147,1.047481442546719,1.0324872774684375,1.0566902385925736
148,1.0472548397975807,1.0361161204515192,1.058892433829271
149,1.045154403066103,1.0369739715361277,1.0595097719540818
150,1.0451134792252927,1.036584352253442,1.0589487633813648
151,1.0471540973622486,1.037332256033355,1.0576464024359251
152,1.043913865461679,1.0407586573445915,1.058504926975553
153,1.046027688979689,1.0416924495772522,1.0571729040885176
154,1.042545740964515,1.0392244736981282,1.057716030823525
155,1.0437936586545629,1.041276581474576,1.0572696532956365
156,1.0447664575152604,1.039082230783828,1.0585748057748423
157,1.0437912858882408,1.0347144662966397,1.059896712243363
158,1.0457172176822602,1.0334689854870316,1.057460817650558
159,1.0464075288113357,1.0366933641169769,1.06006294634878
160,1.047653880285511,1.0372931107141845,1.0594347315552075
161,1.0469825012793896,1.0373788186683015,1.0592839186290983
162,1.0471415527763055,1.0381548094041928,1.0564469191582029
163,1.0474808031075262,1.0331346479598338,1.0550158325556829
164,1.0466425654516258,1.03467840418268,1.056301224356288
165,1.047223778790559,1.036968306923205,1.0559123330102491
166,1.0469490340315826,1.0365930749192376,1.054662995237788
167,1.0468302199108868,1.0343635253755432,1.054563951178943
168,1.0489887827061797,1.03332262528886,1.055002430228099
169,1.047864745816904,1.0350967355291938,1.0547050475139703
170,1.0474220745999003,1.0348821052129555,1.053877108955214
171,1.047631262324103,1.0357556742300136,1.0511488881319055
172,1.0464481970200057,1.0327735066646393,1.052132462052663
173,1.046750572239556,1.0345788509439997,1.0529278818254892
174,1.0436784445572709,1.0350016046411008,1.053408149485264
175,1.0442346923155752,1.0334379941885274,1.0557212201381196
176,1.0440737838285992,1.0331335211238517,1.0561162992466342
177,1.04272097957022,1.0352769839264728,1.0576194919727628
178,1.042209044559299,1.0348760875382554,1.059035175431434
179,1.0427745473630494,1.0321217882673972,1.0580301988081735
180,1.0443737484734286,1.0306824753079895,1.0572445181904393
181,1.0445270040745382,1.033542981677092,1.058716132754922
182,1.0465298022155178,1.0324591725883483,1.058502177575848
183,1.0441350562091027,1.036135747576124,1.0613375781942336
184,1.0443112496394882,1.0343057227010144,1.06064471754832
185,1.0425390350585524,1.032282803311182,1.0592866824715177
186,1.04117656107097,1.0336697361614189,1.0569964152692697
187,1.0405284744130263,1.03725109100699,1.0551232421373489
188,1.037791644528726,1.0375760325104366,1.054385121674608
189,1.0394197955346556,1.035570755832632,1.0559974531374536
190,1.0405533622952097,1.0354024653400142,1.0585427602108903
191,1.0397591587758046,1.0365790505757202,1.0587994144949626
192,1.0405930348314365,1.0345778616460013,1.0600636510554955
193,1.043623828050062,1.0376499671196258,1.0632976630713784
194,1.044542678671038,1.0363201486531075,1.063629726883223
195,1.0435257338751325,1.036940558851192,1.0616334326475865
196,1.042167053964072,1.0383863447408337,1.0635922083359974
197,1.0427663562245906,1.0351598156747557,1.065156932371857
198,1.04211708569397,1.0335668721054212,1.0682256311297644
199,1.0419856587432164,1.0340051059024122,1.065270959668012
200,1.039388132606159,1.0347478849348113,1.0630306765224948
201,1.041816986957577,1.0331198021823988,1.063806863247064
202,1.0433045671274634,1.0364408500677065,1.0652354140354363
203,1.043256487998078,1.0349095203154652,1.0637623928053064
204,1.043208690954296,1.0324177347840924,1.062153190440144
205,1.046038568171762,1.03465867834674,1.063530133855766
206,1.046916374829226,1.0354914370501729,1.0645796643964578
207,1.046764313513205,1.0349651061957834,1.0628515093601865
208,1.046584171328478,1.0370621949743182,1.06209844127334
209,1.0471799745225678,1.035400879480469,1.0644101467168583
210,1.0470268196966748,1.036170781403819,1.0643399292996845
211,1.0459384079680334,1.0369536963604358,1.066683376353606
212,1.0439838001576722,1.035826468168998,1.0666566636396633
213,1.0454688867765234,1.0328351891437415,1.0643485229584508
214,1.0437072965005052,1.0347202386263947,1.0631381268883815
215,1.041986535547666,1.0327564671662035,1.0639716082028932
216,1.0436795165761197,1.0322892925663198,1.066243427288324
217,1.0414176012612402,1.032359859944844,1.066173890139088
218,1.0419117938914664,1.033715810001593,1.0688770598860522
219,1.043938576116335,1.0304100022351026,1.0706491280982326
220,1.042729277452336,1.0299212736745893,1.0711695843757187
221,1.0439543485730547,1.0295310483103417,1.068958557287777
222,1.0444398622529012,1.0299150900330316,1.0702611684439127
223,1.0434252365955607,1.031211456764649,1.0700721057539724
224,1.0401724604943678,1.0315580403500606,1.0707025471453904
225,1.0377647336352849,1.031494334843072,1.0735192303236123
226,1.0390084243156663,1.0310185595080246,1.0717754939918984
227,1.0398643063296882,1.032421033078448,1.0703797536188575
228,1.0420231731605942,1.0302316221931191,1.068176988042653
229,1.0396825356406394,1.027763810768726,1.0674890110348094
230,1.0419602260075378,1.0276923279061756,1.0678330098097153
231,1.0422753421031108,1.0291852457956163,1.06808798024131
232,1.043992543955335,1.0273048234429654,1.066913285479803
233,1.043715649856982,1.0287311810127844,1.0626059764616935
234,1.0432888568644747,1.028139705878521,1.064082120286694
235,1.0432505725926458,1.0289407749020358,1.065217689359493
236,1.0440289732892445,1.0277449398050955,1.0639282395646616
237,1.0443879498321855,1.0273735628809104,1.0672020532696609
238,1.044292865139654,1.027764176000039,1.0670008668572402
239,1.0459199022646894,1.0299510061910329,1.0674874940281969
240,1.0485084213523217,1.031309868273923,1.0660410049373743
241,1.048537277743185,1.0286928348200357,1.0661347074993082
242,1.0472398973449817,1.0287746275459688,1.0666444340617327
243,1.0470933857673883,1.030059654636317,1.0665529503669244
244,1.0456755813745238,1.0295315143133743,1.0668332082992915
245,1.0476430972855346,1.028122804923325,1.0664304936047035
246,1.0484853413180293,1.028202591886449,1.0642204133106334
247,1.0491455876907685,1.0304071934283243,1.065241283702377
248,1.0473759273255825,1.0302860728833518,1.063891743429032
249,1.0482101837887998,1.0286472253118395,1.066479804345415
250,1.0438139112353604,1.0270760087222748,1.0629170058870667
251,1.045401038705862,1.0275220574822337,1.0641503122748786
252,1.0452709355582348,1.0248875935396689,1.0692210931950803
253,1.0473153456303703,1.026552480326932,1.069259783772452
254,1.0488906494797237,1.0279695866402825,1.0726937303019024
255,1.049581384991539,1.0263743081424015,1.0742747024533912
256,1.049425690558771,1.0260072301294332,1.0746285351682805
257,1.048619755986892,1.0252260867101437,1.076882534997369
258,1.0486836576859215,1.025115121733484,1.0765551340086947
259,1.0475284967028424,1.0251986829999458,1.0746669853852682
260,1.046593926601043,1.0277854191789002,1.075791799589712
261,1.0435123586707329,1.0308639294604676,1.0756502953244709
262,1.0423420048193588,1.0309143326648242,1.077003371741594
263,1.0443742292472051,1.03182366478275,1.0765956728761914
264,1.043417396837751,1.0309143056829662,1.0730799532340105
265,1.0421953721128108,1.0303194773797095,1.074946766468096
266,1.0402922973922255,1.0288934860490186,1.074418372742421
267,1.03971755979466,1.0264555385492595,1.0752198463240457
268,1.0395143000506186,1.024849063405618,1.0741527418850791
269,1.0380853840477828,1.024933635143292,1.0702649653432414
270,1.0380410249942236,1.0262364908946655,1.0707917180402298
271,1.037959853000586,1.0235724767189212,1.0682458608878702
272,1.0399479855228009,1.023847361518988,1.0700464267593166
273,1.0405814988001036,1.0225752803752548,1.0695646731056705
274,1.0420140620393392,1.0231726195699546,1.0701839130813209
275,1.0442416556925238,1.0246961455408616,1.0713007307850533
276,1.0446321614164285,1.0238352698499356,1.070471019751379
277,1.0447153068456063,1.02466976536639,1.0734607703261034
278,1.043948584695189,1.0252475819918505,1.075609854971869
279,1.043385057861145,1.0274348175058143,1.0741558294678033
280,1.0458569905045294,1.0267666729407066,1.0767115373228169
281,1.0448112765052922,1.0286845539712968,1.076230136646222
282,1.0442536383460883,1.0257408388509612,1.0765327395294304
283,1.0440168756529298,1.0268197399839432,1.0764503790465918
284,1.0432958578280789,1.027088406469452,1.0736759823629862
285,1.044056420156838,1.0270269833874477,1.0709377534468492
286,1.04381011753415,1.0262799741937614,1.0714543286976308
287,1.0453358837947364,1.0259071791886938,1.072529034589956
288,1.043295209573846,1.0247002945822927,1.0714802799360688
289,1.0433785299825544,1.0273953703842142,1.0718316469385754
290,1.042298949664438,1.0283851102512502,1.0704711849568207
291,1.038594317271388,1.0281738130609466,1.0699387132037086
292,1.0406198253498278,1.0291554706578163,1.0703119715990244
293,1.0397135733122829,1.0321572982266185,1.0718536327739052
294,1.040743272198654,1.032084235327701,1.07105512388812
295,1.0421187517864867,1.030696836466444,1.069192679766929
296,1.041530828682408,1.0324995250816875,1.0686658926280768
297,1.0429918256754125,1.031279060642394,1.0647349802055324
298,1.040697175016172,1.032033630266984,1.0656571362892162
299,1.042634956129223,1.0311897212460148,1.0672163819774243
300,1.0438090503256516,1.032926965756751,1.0666238838221127
301,1.0418986637085048,1.033474826660143,1.0697283446304184
302,1.0420778067030598,1.0319983277472993,1.0698711402420786
303,1.03997963224939,1.0344301059858392,1.070298816547363
304,1.036874765071643,1.034012312799374,1.0706785449384746
305,1.0365459280944034,1.0346273868932796,1.0708402001435466
306,1.0359861973657845,1.033840907700935,1.069064090081311
307,1.039128010169006,1.0339379279955805,1.0668786495365052
308,1.03625918213818,1.0350892367142834,1.0680705649999642
309,1.0341527222706317,1.0357624246372357,1.0679488171103917
310,1.0342360782325106,1.0380205162679217,1.0681969023540363
311,1.0368344627748045,1.0338518192703696,1.0661832453251665
312,1.034847636922804,1.0334110207492844,1.068604518479064
313,1.0344698277993982,1.0297224344824385,1.0666323739395644
314,1.0358719914185954,1.0310788676138465,1.0678571728576762
315,1.0362760183815491,1.0303512315403998,1.066588129949405
316,1.036017675462392,1.032018692420218,1.066342184548258
317,1.038241356530106,1.0295879742701328,1.0651277853087668
318,1.034943443406365,1.0272667015935038,1.064709009177001
319,1.0348147756206951,1.026197231174708,1.060472721785293
320,1.03485805459995,1.027509049260262,1.0624415745477085
321,1.033168110136358,1.0282652271298558,1.063851188730988
322,1.0341687822356245,1.0300145241695662,1.0640291729797993
323,1.0355743824195285,1.0276008015122589,1.060686426030925
324,1.0325837868044268,1.0299522197407782,1.0610127694874236
325,1.0327345331894566,1.0327240003690932,1.0629111678009833
326,1.0337285213563718,1.0295072100654297,1.062236822515319
327,1.0345076315300297,1.0302754752502763,1.0609449346447273
328,1.0360739428461587,1.029328388428619,1.0598237004047946
329,1.0337021354327751,1.03008152678982,1.0612251849102206
330,1.0323055920723767,1.0262958166889873,1.0598017334406522
331,1.0315333448908766,1.02439722110941,1.057875341855271
332,1.0345513676133562,1.027673287049145,1.059230712288435
333,1.035341231515467,1.0253250646108985,1.058130482862059
334,1.034342316891063,1.025064781422537,1.0596595998818146
335,1.0346148940007946,1.026715439431642,1.0592786814027386
336,1.035809675140687,1.0267754903255384,1.0606287156414116
337,1.0343479714720032,1.026624258768208,1.0617225198419675
338,1.0353184898259469,1.0245024715310074,1.0624846229128833
339,1.0355766729362264,1.0230816087412735,1.0610826709287235
340,1.0377423596284907,1.0218223482063382,1.0597269169490062
341,1.0373103671831314,1.0214126847943168,1.0578560832998254
342,1.0396441542890125,1.0229663507717737,1.056276588925117
343,1.0405079575618823,1.0226237816137111,1.0570409707483877
344,1.038249054758042,1.0242073025006195,1.0577705016937444
345,1.03939409255844,1.0232687875420698,1.056990401592984
346,1.037095148849544,1.023808072579635,1.0589754665336133
347,1.0330422423663672,1.0251320550592644,1.055922778903346
348,1.0313835020973328,1.0215735094248612,1.0540312181464484
349,1.0305922982704996,1.0182883325797296,1.0547511600861652
350,1.0305466636822125,1.0202063750673132,1.0530039696710805
351,1.0307377064534808,1.0214520754841756,1.051783159325712
352,1.0311953650199253,1.0219080199719577,1.0523087542614675
353,1.0320869630826286,1.0204439531386684,1.0504358776351306
354,1.0318352052044075,1.0220195834147252,1.0524947101425752
355,1.0338498246508427,1.0220517465645105,1.0496506268873291
356,1.0337865692086496,1.0226581565307542,1.04949548346634
357,1.0346939368998478,1.0201272985829468,1.0503093422547112
358,1.0345458587850205,1.0209902847163108,1.0479020155450516
359,1.033160637468605,1.0225003675967548,1.048780069641077
360,1.0329597374652637,1.024367768523421,1.0469816203064837
361,1.0338847483200728,1.021624642839394,1.046193913992514
362,1.0327199137473544,1.0197374559226249,1.046025716585068
363,1.0336510843922346,1.0210885170119142,1.0477727558536494
364,1.0360710382323497,1.0176626749630546,1.0481622012723986
365,1.0395462833474185,1.0183232639166706,1.0501965894965115
366,1.0408553618468614,1.0188413159956944,1.048051497764355
367,1.0393049014467308,1.0192133756762225,1.0460680632773551
368,1.0362829659489696,1.0216494025714282,1.0473011043884708
369,1.036958757023298,1.02226939175781,1.048735626808027
370,1.033999506305394,1.024363222844367,1.050222480793061
371,1.033896796337672,1.0248202532031687,1.0497264208566908
372,1.0361140987948367,1.0257932415971365,1.0497507337830636
373,1.035321252702032,1.0250437194382898,1.0491499181981954
374,1.035445863908507,1.026755356692395,1.0478438816444635
375,1.0338104977169351,1.027750778434303,1.0466271306185606
376,1.0370841115274498,1.0277926726486433,1.0480128371338908
377,1.038221361289041,1.0281322467287035,1.0487796518514123
378,1.0377502997399202,1.027759105898315,1.0474248763791885
379,1.036889999939173,1.0294703975993071,1.0474742197084452
380,1.035741270959926,1.0302582523281365,1.0469759017570106
381,1.0371512950954842,1.0275960902226622,1.0455115161720807
382,1.0382140239612718,1.029995213419557,1.0469433665573558
383,1.0372821561038852,1.03087755812631,1.0479182423107047
384,1.0361482877228856,1.0287812832340997,1.048468877993875
385,1.036595888140046,1.0259323800738969,1.0463630693547166
386,1.036093015683631,1.0260868038476365,1.0477604799003384
387,1.0359972066230934,1.0232358349085369,1.0455908290082585
388,1.0341854021678694,1.02339562254497,1.0438637695028976
389,1.03232273379185,1.0211491359090743,1.0459451817810763
390,1.0328028178646331,1.019884627809305,1.0440879123402298
391,1.0322244466760124,1.019371931320963,1.0456082526152526
392,1.0305582790623649,1.020189962650757,1.0444027803958995
393,1.0303753493023489,1.021419855467047,1.045620310415539
394,1.032625550677566,1.0203365463385496,1.0430716972995862
395,1.0325274064461587,1.0224411902756283,1.0437080223675927
396,1.032557130433379,1.0242800745551122,1.0444074443601563
397,1.0312683003051777,1.0228562632622904,1.042336964734306
398,1.0316926971006832,1.0231153782258928,1.0429368175463805
399,1.0320019429813505,1.0185717808833477,1.042001357091197
400,1.0320282347789935,1.018887422296706,1.042726513014697
401,1.0314112870744592,1.0205656591746508,1.0432763700715406
402,1.0302852320867482,1.0203723845596815,1.0441732107190689
403,1.0287169013327282,1.0218525368562408,1.0428177294290162
404,1.02769703091952,1.020646365845653,1.0441063280485416
405,1.0307284536757266,1.0214003597974213,1.0450753435832174
406,1.0292246883818903,1.022595422175521,1.0438087066110089
407,1.030820743789673,1.0239080990617346,1.0460361346922151
408,1.029964507622284,1.025749121962496,1.04464940553453
409,1.0286714223001832,1.025410191242281,1.0460947673849412
410,1.0289597907408274,1.024375205207568,1.0452902134800597
411,1.0297083375578813,1.0262101580052128,1.0442596490685625
412,1.0308667867160757,1.0248049816045428,1.0454880690760924
413,1.0302189111646314,1.0266711294206885,1.0447742709425891
414,1.0295060379348426,1.025724715691551,1.0444013896509168
415,1.0292000743665406,1.0275400944095243,1.0455281137403274
416,1.0281909619460496,1.024164270810792,1.0476674379369968
417,1.028104053322539,1.0255081144690703,1.047004081572004
418,1.0265478735024418,1.0242456903337414,1.046677993645363
419,1.0254561294141316,1.0261358122681574,1.0489403268370698
420,1.025266612419625,1.0288012353690112,1.0446409478198873
421,1.0253302845593228,1.031301346927206,1.045446196419426
422,1.0245192537441603,1.033340176192538,1.0447299320777452
423,1.026122639469044,1.0321639450126394,1.0454668746204183
424,1.0246233052462348,1.029964642139234,1.046587461105939
425,1.0250694557950124,1.0308933950959125,1.0461696401913194
426,1.0254478682260453,1.0267138373208404,1.0486884760667214
427,1.0293426452122918,1.0281796014254327,1.0508161950656638
428,1.0303993527656468,1.028612314850363,1.0483369075854454
429,1.028591065556934,1.031428959640617,1.050499731813932
430,1.029117443850508,1.0333705899771792,1.0515274016620562
431,1.0295987828054922,1.0325358290478066,1.0511502409228095
432,1.030611217811449,1.034369991596787,1.05243307361663
433,1.0296196405862297,1.0352081976227052,1.051543684463068
434,1.028796041848545,1.033072488804734,1.0520171863221184
435,1.0295974840341198,1.0337905578894242,1.0522709865113504
436,1.0259231136066544,1.034263148026759,1.050098323937202
437,1.023868276019155,1.034368352699735,1.0493189277928958
438,1.0239689428030692,1.0340970523089414,1.0504559994277831
439,1.0260904668242392,1.0330494661687653,1.0512231378038654
440,1.0226954875219656,1.0315944336687486,1.0506131289862577
441,1.0212583830197008,1.035763080208726,1.050736908010502
442,1.0236320065325002,1.0366677584030812,1.0498942367103492
443,1.0230016598998306,1.0339911728546536,1.0508189670527674
444,1.0241642566866946,1.0341822876939626,1.0487835110389896
445,1.0225799006443597,1.033818597855763,1.0449763655777609
446,1.0232262952757216,1.0334534888567082,1.0450292668193015
447,1.0231588046871287,1.0352865217306506,1.0460279674472677
448,1.023208564895108,1.0350867580757013,1.0456636787257705
449,1.0247837935522588,1.0353632831390331,1.0448190676289346
450,1.0259215843404663,1.0358061169384394,1.041837079520183
451,1.0286639197277416,1.037078238368068,1.0448188410108037
452,1.0305738961079256,1.0384464771580373,1.0477926942683329
453,1.0330577413622526,1.0356188675413711,1.046059098579465
454,1.0321975497615028,1.0347571301645972,1.0454295129988904
455,1.0316564574510136,1.0329685481047677,1.0487681709312056
456,1.0309861746143023,1.0337260145597618,1.0504704503053444
457,1.0319299891504805,1.0352071704820789,1.0500759149585162
458,1.0328291324316774,1.036688886160879,1.0514166894387305
459,1.033115701286161,1.036227239967673,1.0490558449257674
460,1.0348900159035277,1.0343736188021462,1.0482699349873668
461,1.036000608662089,1.0360490282164905,1.048723188752465
462,1.034734625351964,1.036045750881149,1.045918774999946
463,1.0353690772175943,1.0315738916111028,1.045678913647328
464,1.0357273628018726,1.0306739960152214,1.049233992318765
465,1.034656192196027,1.0266932117279672,1.050790038880615
466,1.0370150086753935,1.030854931194487,1.0517095253822657
467,1.0383397952395017,1.0332220831433985,1.0507779535793893
468,1.036725492679283,1.0311788749655877,1.0523342833822131
469,1.035318243375736,1.032159667765746,1.0552922444463555
470,1.0346156147866687,1.0307927534521195,1.0543807236966944
471,1.0309850829059473,1.0285252143755643,1.055038777387995
472,1.0309629698597051,1.0273604751290648,1.056785409912688
473,1.0321809581062529,1.026521882922929,1.0582791958774431
474,1.0336645525723065,1.0274299037136092,1.056682640364728
475,1.0336380198385369,1.0242133703480705,1.0541090594917408
476,1.0350113151207865,1.024363054243587,1.0564768437749716
477,1.0341574641830822,1.0240960946302964,1.057060658330117
478,1.0323103371233255,1.0245538622441934,1.0576263384823974
479,1.0286386391484506,1.0247789414025867,1.0595478514182026
480,1.0275594634136052,1.0253164470707514,1.0589254319826689
481,1.026778027454652,1.027155613007287,1.0585173361625224
482,1.0267319272036315,1.028289538338574,1.0557755092367134
483,1.0274891473533525,1.0277710855038018,1.0539027683383309
484,1.0269736946887995,1.0265211200219786,1.0540801412757284
485,1.0289766674163827,1.0290675699110472,1.0558813960886138
486,1.029547851356642,1.0285100091700068,1.0569874245321538
487,1.0274776831493966,1.0297640197335318,1.0567492000439354
488,1.02987625592263,1.0305332865322825,1.0588972621907529
489,1.028250970718701,1.0305268093898392,1.0577493877903028
490,1.0284937507667364,1.0319047926131455,1.0564662995580971
491,1.0297829048754104,1.0305055616652627,1.053459086072186
492,1.031452765578433,1.029950871738947,1.054450160976141
493,1.03153325279377,1.0287146430505048,1.0569244229936496
494,1.0296265268355034,1.0290840608972387,1.0567997136342482
495,1.028150139042793,1.0315757050158243,1.0570579203558654
